2019 KS5 excel and csv download data files: field names and descriptions,,,,,,
 '.' indicates that a field is intentionally null/blank,,,,,,
"Note: retention, and completion and attainment data will be made available in March.",,,,,,
,,,,,,
Column,Field Name,Field description,Null/blank field for Rectype 1,Null/blank field for Rectype 3,Null/blank field for Rectype 4,Null/blank field for Rectype 5 or 7
IY,UCI_INS_ALEV_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
IZ,UCI_INS_ALEV_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JA,LCI_INS_ALEV_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JB,LCI_INS_ALEV_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JC,ENTRIES_ACAD_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JD,ENTRIES_ACAD_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JE,VA_INS_ACAD_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JF,VA_INS_ACAD_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JG,PROGRESS_BAND_ACAD_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JH,UCI_INS_ACAD_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JI,UCI_INS_ACAD_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JJ,LCI_INS_ACAD_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JK,LCI_INS_ACAD_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JL,ENTRIES_AGEN_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JM,ENTRIES_AGEN_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JN,VA_INS_AGEN_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JO,VA_INS_AGEN_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JP,PROGRESS_BAND_AGEN_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JQ,UCI_INS_AGEN_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JR,UCI_INS_AGEN_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JS,LCI_INS_AGEN_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JT,LCI_INS_AGEN_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JU,T_INSCOPE_ALEV_RET_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
JV,T_INSCOPE_ALEV_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
JW,PT_RETAINED_ALEV_RET_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JX,PT_RETAINED_ALEV_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JY,T_INSCOPE_ACAD_RET_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
JZ,T_INSCOPE_ACAD_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
KA,PT_RETAINED_ACAD_RET_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KB,PT_RETAINED_ACAD_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KC,T_INSCOPE_AGEN_RET_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
KD,T_INSCOPE_AGEN_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
KE,PT_RETAINED_AGEN_RET_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KF,PT_RETAINED_AGEN_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KG,T_INSCOPE_TLEV_RET_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
KH,T_INSCOPE_TLEV_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
KI,PT_RETAINED_TLEV_RET_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KJ,PT_RETAINED_TLEV_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KK,T_INSCOPE_TECHCERT_RET_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
KL,T_INSCOPE_TECHCERT_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KM,PT_RETAINED_TECHCERT_RET_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KN,PT_RETAINED_TECHCERT_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KO,TALLPUP_1618_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
KP,TALLPUP_1618_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KQ,TALLPUP_ALEV_1618_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
KR,TALLPUP_ALEV_1618_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KS,TALLPPE_ALEV_1618_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KT,TALLPPE_ALEV_1618_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KU,TALLPPEGRD_ALEV_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KV,TALLPPEGRD_ALEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KW,TALLPUP_ACAD_1618_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
KX,TALLPUP_ACAD_1618_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KY,TALLPPE_ACAD_1618_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KZ,TALLPPE_ACAD_1618_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LA,TALLPPEGRD_ACAD_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LB,TALLPPEGRD_ACAD_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LC,TALLPUP_AGEN_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
LD,TALLPUP_AGEN_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LE,TALLPPE_AGEN_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LF,TALLPPE_AGEN_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LG,TALLPPEGRD_AGEN_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LH,TALLPPEGRD_AGEN_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LI,TALLPUP_TLEV_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
LJ,TALLPUP_TLEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LK,TALLPPE_TLEV_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LL,TALLPPE_TLEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LM,TALLPPEGRD_TLEV_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LN,TALLPPEGRD_TLEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LO,TALLPUP_TECHCERT_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
LP,TALLPUP_TECHCERT_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LQ,TALLPPE_TECHCERT_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LR,TALLPPE_TECHCERT_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LS,TALLPPEGRD_TECHCERT_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LT,TALLPPEGRD_TECHCERT_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LU,T_AIMS_TLEV_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
LV,T_AIMS_TLEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LW,CA_SCORE_TLEV_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LX,CA_SCORE_TLEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LY,T_AIMS_TECHCERT_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
LZ,T_AIMS_TECHCERT_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MA,CA_SCORE_TECHCERT_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MB,CA_SCORE_TECHCERT_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MC,T_SCOPEEX_E_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
MD,T_SCOPEEX_E_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ME,PROGEX_E_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MF,PROGEX_E_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MG,T_SCOPEEX_M_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
MH,T_SCOPEEX_M_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MI,PROGEX_M_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MJ,PROGEX_M_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MK,ENTRIES_ALEV_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
ML,ENTRIES_ALEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MM,VA_INS_ALEV_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MN,VA_INS_ALEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MO,UCI_INS_ALEV_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MP,UCI_INS_ALEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MQ,LCI_INS_ALEV_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MR,LCI_INS_ALEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MS,ENTRIES_ACAD_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MT,ENTRIES_ACAD_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MU,VA_INS_ACAD_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MV,VA_INS_ACAD_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MW,UCI_INS_ACAD_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MX,UCI_INS_ACAD_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MY,LCI_INS_ACAD_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MZ,LCI_INS_ACAD_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NA,ENTRIES_AGEN_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
NB,ENTRIES_AGEN_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NC,VA_INS_AGEN_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
ND,VA_INS_AGEN_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NE,UCI_INS_AGEN_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
NF,UCI_INS_AGEN_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NG,LCI_INS_AGEN_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
NH,LCI_INS_AGEN_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NI,T_INSCOPE_ALEV_RET_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
NJ,T_INSCOPE_ALEV_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NK,PT_RETAINED_ALEV_RET_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
NL,PT_RETAINED_ALEV_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NM,T_INSCOPE_ACAD_RET_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
NN,T_INSCOPE_ACAD_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NO,PT_RETAINED_ACAD_RET_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
NP,PT_RETAINED_ACAD_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NQ,T_INSCOPE_AGEN_RET_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
NR,T_INSCOPE_AGEN_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NS,PT_RETAINED_AGEN_RET_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
NT,PT_RETAINED_AGEN_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NU,T_INSCOPE_TLEV_RET_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
NV,T_INSCOPE_TLEV_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NW,PT_RETAINED_TLEV_RET_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
NX,PT_RETAINED_TLEV_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NY,T_INSCOPE_TECHCERT_RET_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
NZ,T_INSCOPE_TECHCERT_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OA,PT_RETAINED_TECHCERT_RET_DIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
OB,PT_RETAINED_TECHCERT_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OC,TALLPUP_1618_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
OD,TALLPUP_1618_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OE,TALLPUP_ALEV_1618_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
OF,TALLPUP_ALEV_1618_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OG,TALLPPE_ALEV_1618_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
OH,TALLPPE_ALEV_1618_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OI,TALLPPEGRD_ALEV_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
OJ,TALLPPEGRD_ALEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OK,TALLPUP_ACAD_1618_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
OL,TALLPUP_ACAD_1618_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OM,TALLPPE_ACAD_1618_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
ON,TALLPPE_ACAD_1618_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OO,TALLPPEGRD_ACAD_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
OP,TALLPPEGRD_ACAD_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OQ,TALLPUP_AGEN_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
OR,TALLPUP_AGEN_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OS,TALLPPE_AGEN_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
OT,TALLPPE_AGEN_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OU,TALLPPEGRD_AGEN_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
OV,TALLPPEGRD_AGEN_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OW,TALLPUP_TLEV_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
OX,TALLPUP_TLEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OY,TALLPPE_TLEV_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
OZ,TALLPPE_TLEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PA,TALLPPEGRD_TLEV_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PB,TALLPPEGRD_TLEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PC,TALLPUP_TECHCERT_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
PD,TALLPUP_TECHCERT_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PE,TALLPPE_TECHCERT_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PF,TALLPPE_TECHCERT_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PG,TALLPPEGRD_TECHCERT_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PH,TALLPPEGRD_TECHCERT_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PI,T_AIMS_TLEV_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
PJ,T_AIMS_TLEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PK,CA_SCORE_TLEV_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PL,CA_SCORE_TLEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PM,T_AIMS_TECHCERT_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
PN,T_AIMS_TECHCERT_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PO,CA_SCORE_TECHCERT_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PP,CA_SCORE_TECHCERT_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PQ,T_SCOPEEX_E_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
PR,T_SCOPEEX_E_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PS,PROGEX_E_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PT,PROGEX_E_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PU,T_SCOPEEX_M_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
PV,T_SCOPEEX_M_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PW,PROGEX_M_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PX,PROGEX_M_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PY,ENTRIES_ALEV_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PZ,ENTRIES_ALEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QA,VA_INS_ALEV_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
QB,VA_INS_ALEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QC,UCI_INS_ALEV_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
QD,UCI_INS_ALEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QE,LCI_INS_ALEV_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
QF,LCI_INS_ALEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QG,ENTRIES_ACAD_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
QH,ENTRIES_ACAD_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QI,VA_INS_ACAD_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
QJ,VA_INS_ACAD_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QK,UCI_INS_ACAD_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
QL,UCI_INS_ACAD_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QM,LCI_INS_ACAD_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
QN,LCI_INS_ACAD_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QO,ENTRIES_AGEN_NOTDIS_18,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.,,,,
QP,ENTRIES_AGEN_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
